# id	cmn	eng — from Tatoeba (CC-BY 2.0 FR)
1438576	你认为我疯了吗？	Do you think I'm crazy?
1438579	我们几乎被冻死了。	We were nearly frozen to death.
1438599	我不想去那儿，他也不想。	I don't want to go there. He doesn't want to go either.
1438605	酒驾是个严重的问题。	Drunk driving is a serious problem.
1438611	我毫不费劲就找到他的公司。	I had no trouble finding his office.
1438613	能借我支铅笔吗？	Would you lend me a pencil?
1438614	我们总要遵守法律。	We should always obey laws.
1438615	我可以把它放在这儿吗？	May I put it down here?
1438617	我能借支铅笔吗？	Could I borrow a pencil?
1438724	瑪莉很喜歡那個小女孩。	Mary is very attached to the little girl.
1438727	這則謠言令人信以為真。	The rumor is believed to be true.
1438728	於是我停止閱讀。	So I stopped reading.
1438758	他在車禍事故中只受了輕傷。	He was slightly injured in a traffic accident.
1438760	我怕我的英文無人能理解。	I'm afraid I cannot make myself understood in English.
1438766	他差一分鐘就能趕上火車。	He missed the train by a minute.
1438774	我想說再見。	I want to say goodbye.
1438974	我已经知道你想要什么！	I already know what you want!
1438994	他明天会来。	He will come tomorrow.
1440406	你有三只猫。	You have three cats.
1440409	你家在哪裡？	Where is your house?
1440417	您的家在哪？	Where is your house?
1440419	你們家在哪？	Where is your house?
1440436	我有三个堂兄。	I have three cousins.
1440479	她贏得一切了。	She won everything.
1440480	他赢得一切了。	He won everything.
1440489	這本書很容易讀。	It is easy to read this book.
1440497	我住在米兰。	I live in Milan.
1440499	十二月有三十一天。	December has thirty-one days.
1440615	大家准备好了吗？	Is everyone ready?
1440638	无庸置疑！	Without a doubt!
1440958	她問了他問題。	She asked him questions.
1440981	我聞到瓦斯味。	I smell gas.
1441201	我要一把剑！	I want a sword!
1441661	我們是好朋友。	We are good friends.
1441678	他的書非常有趣。	His book is very interesting.
1441683	她的書非常有趣。	Her book is very interesting.
1441728	你有弟弟嗎？	Do you have younger brothers?
1441752	大学有教室，也有宿舍。	Universities have classrooms and dormitories.
1441754	他的書非常有意思。	His book is very interesting.
1441759	进商店的人是我妹妹。	The person entering the store is my younger sister.
1441784	他喜欢看我的中文书。	He likes to read my Chinese books.
1441829	我介绍一下。	Let me introduce it.
1441844	我是義大利留學生。	I'm an exchange student from Italy.
1441855	火车来了！	The train is coming!
1441881	你想買什麼給他？	What do you want to buy for him?
1441921	她很喜歡看中文書。	She loves to read Chinese books.
1442562	我能帮助她。	I was able to help her.
1442715	暑假過得如何？	How was your summer vacation?
1442801	我爱树干。	I love the trunk.
1443614	没有上下文就没有词义。	No context, no text.
1444292	沒有水。	There is no water.
1445917	我的貓很瘋狂。	My cat is mad.
1445923	它们没有心吗？	Are they heartless?
1445924	她们没有心吗？	Are they heartless?
1445948	咖啡自動販賣機是壞的。	Coffee vending machines are bad.
1445962	男孩學會了閱讀。	The boy has learned to read.
1446763	我现在在打排球。	I am playing volleyball now.
1446764	我按时到了学校。	I arrived at school on time.
1446769	我乘船过了河。	I crossed the river by boat.
1446772	我没听懂他说的话。	I didn't catch what he said.
1446774	我不乘公交去学校。	I don't go to school by bus.
1446781	它们中没有我要的。	I don't want either of them.
1446788	出去！我不想跟你说！	Get out! I don't want to talk to you!
1446789	我不想跟你说！	I don't want to talk to you.
1446790	我想去旅行。	I feel like going on a trip.
1446791	我看书的时候睡着了。	I fell asleep while reading.
1446795	我发觉男孩儿酣然入睡了。	I found the boy fast asleep.
1446796	我去了理发店。	I have been to the barber's.
1446798	你去哪儿了？我去了理发店。	"Where have you been?" "I've been to the barber's."
1446800	我没有其他更好的事情去做。	I have nothing better to do.
1446804	我借给了朋友一些钱。	I lent my friend some money.
1446807	我必须不惜一切代价帮助她。	I must help her at any cost.
1446809	我得找人商量一下。	I need to find someone to discuss this with.
1446819	我得查找一下我的笔。	I need to search for my pen.
1446821	我仅仅吃了口面包。	I only took a bite of bread.
1446822	我每天打一小时网球。	I play tennis an hour a day.
1446847	我看见一位陌生女人在那儿。	I saw a strange woman there.
1446852	我不该说那个。	I should not have said that.
1446860	我悄悄把信给了他。	I slipped the letter to him.
1446863	我昨晚睡得晚。	I stayed up late last night.
1446867	我昨晚睡得很晚。	I stayed up till very late last night.
1446868	我认为他是位伟大的作家。	I think he's a great writer.
1446878	我扔了块石头打向鸟儿。	I threw a stone at the bird.
1446881	我想学习如何游泳。	I want to learn how to swim.
1446882	我一直想学习如何游泳。	I've always wanted to learn how to swim.
1446885	我想访问韩国。	I want to visit Korea.
1446888	我将不出席派对。	I will not attend the party.
1446889	我不会再见他了。	I will not see him any more.
1446893	我想加入你们的团对。	I'd like to join your group.
1446895	我想见你的姐姐。	I'd like to see your sister.
1446898	我为你充当导游。	I'll act as a guide for you.
1446905	我将给儿子买块手表。	I'll buy a watch for my son.
1446908	我将考虑考虑。	I'll have to think about it.
1446911	我下星期三见你。	I'll see you next Wednesday.
1446913	今天我也会努力的。	I'll try my best today, too.
1446914	恐怕我现在得走了。	I'm afraid I have to go now.
1446918	我打算向她求婚。	I'm going to propose to her.
1446921	我在阅读他的报告。	I'm looking over his report.
1446928	我打算今晚和她约会。	I'm seeing her this evening.
1446936	我开始不喜欢她了。	I'm starting to dislike her.
1446942	我习惯晚睡。	I'm used to staying up late at night.
1446950	我只是担心我的体重。	I'm just worried about my weight.
1446952	我担心我的体重。	I'm worried about my weight.
1446967	桌子上有只猫吗？	Is there a cat on the table?
1446972	这事发生在很多年以前。	It happened a long time ago.
1446976	从这儿看景色很美。	It is a nice view from here.
1446982	呆在家里很无聊。	It's boring to stay at home.
1446985	我们从第十课开始吧。	Let's start with Lesson Ten.
1447670	我每天早上在公園寫作。	In the morning, I write in the park.
1448572	她在店裡買了什麼？	What did she buy at the shop?
1448575	你是在黑市上买的它吗？	Did you buy it on the black market?
1448587	我是個不成器的人。	I'm a loser.
1448898	他好高啊！	He's so tall!
1448902	我觉得汤姆今年不会毕业。	I've got a feeling that Tom won't graduate this year.
1448903	刚想骑单车去，却下起雨了。	I was thinking that I would go there by bicycle, but it began to rain.
1448906	灯笼在树枝上吊着。	The lamp was suspended from the branch of a tree.
1448908	为何大声喧嚷？	Why are you speaking loudly?
1449866	我永遠不會離開你。	I'll never leave you.
1450166	我起初以為他是你哥哥。	At first, I thought he was your brother.
1450167	我起初以為他是你弟弟。	At first, I thought he was your brother.
1450177	我累得很，所以馬上就睡著了。	I was very tired, so I fell asleep right away.
1450187	我們打算明天去遠足。	We plan to go hiking tomorrow.
1450399	他真的很热爱音乐。	He really likes music a lot.
1450403	他开始说英语了。	He started to speak English.
1450406	他朝着狗扔了块石头。	He threw a stone at the dog.
1450413	他跟我讲了他的人生故事。	He told me his life's story.
1450414	他站在了门口。	He was standing at the door.
1450416	他经由巴黎去了伦敦。	He went to London via Paris.
1450420	他总是对我很亲切。	He's always been kind to me.
1450427	他的忠告没起到太大的作用。	His advice didn't help much.
1450435	你怎么解释那个？	How do you account for that?
1450439	你怎样作出的解释？	How do you account for that?
1450443	他有多少册图书？	How many books does he have?
1450447	你认为她多大？	How old do you think she is?
1450452	你觉得汤姆有多大？	How old do you think Tom is?
1450459	我完全赞同你。	I agree with you absolutely.
1450467	我迫切需要冷饮。	I am dying for a cold drink.
1450478	他完成了他的使命。	He accomplished his mission.
1450481	我走之后他到达了。	He arrived after I had left.
1450494	他能为你暗箱操作。	He can pull strings for you.
1450499	他不知道说什么好。	He did not know what to say.
1450502	他不是总来晚。	He doesn't always come late.
1450505	他没有任何朋友。	He doesn't have any friends.
1450508	他没有任何朋友玩。	He doesn't have any friends to play with.
1450516	他和他的儿子放风筝了。	He flew a kite with his son.
1450523	他和我的堂姊妹订婚了。	He got engaged to my cousin.
1450529	他仅有够糊口的吃的。	He had barely enough to eat.
1450530	他拥有的书比我的多。	He has more books than I do.
1450532	他是我的一位老朋友。	He is an old friend of mine.
1450533	他依旧充满活力。	He is still very much alive.
1450537	他不适合当老师。	He is unfit to be a teacher.
1450538	他喜欢看报纸。	He likes to read newspapers.
1450539	他看起来忠厚老实。	He looks like an honest man.
1450719	我沒有勇氣把事實告訴她。	I didn't have the courage to tell her the truth.
1450726	這些綿襪很耐洗。	These cotton socks bear washing well.
1451001	他今年畢業嗎？	Is he graduating this year?
1451027	我去買點東西。	I am going to buy some things.
1451776	希望我們不需要等太久。	I hope we don't have to wait for too long.
1452247	我感到房子在搖動。	I felt the house shake.
1452251	懂得用電腦是一種優勢。	It is an advantage to be able to use a computer.
1452291	爸爸昨天帶了我們去動物園。	Father took us to the zoo yesterday.
1452301	語言一定要自學才會學得好。	If you want to learn a language well, learn it yourself.
1452304	她正在準備早餐。	She is getting breakfast ready.
1452355	我昨晚寫了一封信。	I wrote a letter last night.
1452370	我們有兩個女兒和兩個兒子。	We have got two daughters and two sons.
1452383	他很享受他的校園生活。	He is enjoying his school life.
1452418	我答應你我永遠不會離開你。	I promise you I won't ever leave you.
1452471	他們同心協力地把火撲熄了。	They worked together to put out the fire.
1452472	我的老闆看書可以看得很快。	My boss has the ability to read books very fast.
1454047	她屏着氣息，躲了在門的後面。	She hid behind the door and held her breath.
1454054	他買不起車。	He cannot afford to buy a car.
1454420	语言是人类特有的。	Language is peculiar to man.
1454424	这款游戏基于一本小说。	This game is based on a novel.
1454431	她不会读书写字。	She can't write or read.
1454441	我们很高兴再次见到你。	We are happy to see you again.
1454442	语言不是他的强项。	Languages aren't his forte.
1454445	那个流行歌手自杀了。	The popular singer committed suicide.
1454448	他的声音很悦耳。	His voice is pleasant to listen to.
1454450	他的声音听着很舒服。	His voice is pleasant to listen to.
1454453	最大的卧室朝南。	The largest bedroom faces south.
1454454	他收入可观。	He has a nice income.
1454456	他一边唱歌一边工作。	He sang while working.
1454458	他似乎无法理解那首诗。	He can't seem to understand that poem.
1454459	早睡早起身体好。	Going to sleep and waking up early is good for the body.
1454462	你一共花了多少钱？	What is the total amount of money you spent?
1454464	撒哈拉沙漠广袤无垠。	The Sahara is a vast desert.
1454465	他相信我们中间有间谍。	He believes there is a spy among us.
1454468	滴水穿石。	Constant dripping wears away a stone.
1455130	湯姆沒有今晚音樂會的門票。	Tom doesn't have a ticket for tonight's concert.
1455143	我想學跳舞。	I would like to learn how to dance.
1455148	你是唯一一個能夠幫我的人。	You're the only one who can help me.
1455160	他們為我們提供了食物。	They supplied us with food.
1455181	你想看甚麼類型的電影？	What kind of movie do you want to watch?
1455210	我昨晚想到了一個好點子。	A good idea occurred to me last night.
1456431	生活第一！	Life first!
1456457	天空变得越来越暗了。	The sky grew darker and darker.
1458920	看！火車來了！	Look! The train has arrived!
1466058	良药苦口。	Good medicine is bitter.
1467045	我父亲外出了。	My father is out.
1467050	你的谎言像报纸一样！	Your lies are just like newspapers!
1467054	最好定期去看牙医。	It's best to go to the dentist at regular intervals.
1467060	医生们拒绝做第二次手术。	Doctors refused to perform a second operation.
1467066	在加拿大有人说法语吗？	Are there French speakers in Canada?
1467075	母亲给我们沏茶。	Mother is making tea for us.
1468430	我问他是否知道她的住址。	I asked him if he knew her address.
1468432	那个时候，我在家。	I was at home then.
1468433	能给我打个折么？	Can you give me a discount?
1468434	他最近去世了。	He died recently.
1468435	我校校长很老了。	Our school's principal is very old.
1468436	老师叫玛丽闭嘴。	The teacher told Mary to shut up.
1468439	要听老师的话。	Obey your teachers.
1468440	谁将当选主席呢？	Who will be elected chairman?
1468442	你现在在哪里呢？	Where are you now?
1468443	过度的谦逊就是骄傲。	Too much humility is pride.
1470340	她住在伦敦。	She lives in London.
1470353	我误了火车。	I didn't catch the train.
1470364	他当时一个人。	He was alone at the time.
1470392	猫有两只眼睛。	Cats have two eyes.
1470393	我坐火车回家了。	I returned home by train.
1470401	就寝之前不要喝啤酒。	Do not drink beer before going to bed.
1470404	你洗手了吗？	Have you washed your hands?
1470423	怎么会有？	Why would there be?
1470487	现在你忙吗？	Are you busy now?
1470488	現在你們忙嗎？	Are you busy now?
1470489	現在您忙嗎？	Are you busy now?
1470546	他絕對不是紳士。	He is anything but a gentleman.
1470560	喝酒幫助消化。	Wine helps digest food.
1471118	你想看法国电影，真的吗？	Do you really want to see a French film?
1471129	我应该吃这种药吗？	Should I take this medicine?
1471134	加利福尼亚发现了金矿。	Gold had been discovered in California.
1471141	宇宙无穷无尽。	The universe is endless.
1471143	他在东京出生长大。	He was born and raised in Tokyo.
1471147	请问他们笑什么？	What are they laughing at?
1471149	我喜欢网球。	I like tennis.
1471498	我有两个外甥女。	I have two nieces.
1471501	她谎称自己怀孕了。	She lied about being pregnant.
1471502	我想代替他。	I want to replace him.
1471503	甚至在夏天，这里都很冷。	It's cold here even in summer.
1471508	妈妈，我能去游泳吗？	Mom, can I go swimming?
1471510	我父亲以前是磨坊主。	My dad used to be a miller.
1471512	学习新的知识令人愉悦。	Learning new information can make people happy.
1471514	哲学就是爱智慧。	Philosophy is the love of wisdom.
1471530	恋爱使人盲目。	Love is blind.
1472064	永远不要再跟我说谎了。	Never tell me a lie again.
1472065	请你不要再哭啦。	Please stop crying.
1472068	我没有参与交谈。	I didn't take part in the conversation.
1472385	她是俄羅斯人。	She is Russian.
1472847	你必须重新启动你的电脑。	You must reboot your computer.
1474141	我讨厌我的衣服有烟味。	I hate it when my clothes smell of smoke.
1474146	我最近着迷于法语。	I have been obsessed with French recently.
1475754	他们都喜欢唱歌。	They like to sing.
1476142	因為我會說中文。	The reason is because I can speak Chinese.
1476168	我會說中文。	I can speak Chinese.
1477274	你想出去喝几杯或吃个饭吗？	Would you like to go for a drink or something to eat?
1477275	你吃面条还是吃饭？	Do you want to eat noodles or rice?
1477278	我们喝葡萄酒或者啤酒吧。	Let's drink wine or beer.
1477279	相关关系不导致因果关系。	Correlation does not imply causation.
1477282	要是饿，就吃饭。	If you're hungry, have something to eat.
1477284	如果不多运动，你身体就不好。	If you don’t do more exercise, you’ll be unhealthy.
1477286	你这样的话我就走了。	If you're going to be like this, I'll just leave.
1477291	只有得了签证才可以来中国。	You can only come to China if you’ve got a visa.
1479338	我覺得他是一個有能力的人。	I think he's a man of ability.
1479339	湖面上有幾艘船。	Some boats are on the lake.
1479340	大城市有很多誘惑。	The big cities are full of allurements.
1479342	我幾乎忘記了。	I almost forgot it.
1480125	今天是我的生日。	Today is my birthday.
1481512	我的手提電話給偷了。	My mobile has been stolen.
1482130	我在倫敦嗎？	Am I in London?
1482139	這是你的顏色！	This is your color!
1482149	我喜歡捲髮。	I like curls.
1482174	我住在提比里斯。	I live in Tbilisi.
1484302	你这个猪头啊！	You blockhead!
1484798	我有個提案。	I have a proposal.
1485255	吃早餐之前先澆花。	Water the flowers before you have breakfast.
1485257	他背叛了我們的信賴。	He abused our trust.
1485408	丈夫死後她一個人過活。	She lived alone after her husband died.
1485423	他在他舅舅那裏過夜。	He spent the night at his uncle's place.
1485510	請把枕頭和毯子拿給我。	Please take the pillow and blanket and give them to me.
1485539	犯錯乃人之常情。	To err is to be human.
1485602	費歐娜的來信漸漸減少了。	Letters from Fiona came gradually less and less.
1488492	我在骑自行车溜达。	I'm out riding my bike.
1488531	我住在這。	I live here.
1488557	他很会教育人。	He is very good at teaching people.
1489478	我母亲会说五种语言。	My mother could speak five languages.
1489486	我不能每天去看望你。	I can't visit you every day.
1489522	他们今晚看了电视连续剧。	They have watched TV serials this evening.
1489764	這裏離博物館多遠？	How far is it from here to the museum?
1489765	他好像不怎麼想來聽音樂會。	He doesn't look willing to come to the concert.
1489766	車子繼續加速。	The car continued to put on speed.
1489811	房間裏有很多小孩。	There were many children in the room.
1490457	盒子裡面沒有東西。	The box is empty.
1490466	我祝你生日快乐。	I wish you a happy birthday.
1490467	你的钱够吗？	Do you have enough money?
1490469	她恰巧知道他的地址。	She fortunately knows his address.
1490471	请写下住址和家庭电话。	Please write down your residential address and home number.
1490473	让我走自己的路。	Let me go my own way.
1490478	我想，风变小了。	I think the wind's dropping off.
1490480	他总是很尊重妻子的意见。	He is always very respectful of his wife's opinions.
1490482	我们有几个碗？	How many bowls do we have?
1490484	他甚至骂我傻瓜。	He even called me an idiot.
1490497	他非常像他父亲。	He looks a lot like his father.
1490505	这博物馆里面没有活的生物。	There are no live animals in the museum.
1490506	我没有朋友一起玩。	I don't have friends to play with.
1490508	我想有人在敲门。	I think someone's knocking on the door.
1490514	我想我喝得太多了。	I think that I drank too much.
1490515	春天到了。	Spring has come.
1490518	他一直暗恋着她。	He has been secretly in love with her.
1490523	传说彭祖是天帝的孙子。	It is said that Peng Zu was the grandson of a celestial emperor.
1490533	我没书可读。	I have no books to read.
1490534	他是个画家，但他不会画国画。	He is a painter, but he can't paint in the traditional Chinese style.
1490839	這份禮物是送給你的。	This is a present for you.
1490853	你心情好嗎？	Are you in a good mood?
1491604	没有谁比你们辛苦。	No one is more hardworking than you all.
1492091	你怎么回答的？	How did you reply?
1492092	再不济我也能拿个平均分。	At worst, I will get an average mark.
1493378	你想吃吗？	Do you want to eat?
1493978	她的家在河对岸。	Her house is across the river.
1493987	你做这个做多久了？	How long have you been doing this?
1494002	我今天忘记给他打电话了。	I forgot to call him today.
1494028	他们停下不说话了。	They stopped talking.
1495384	代我向你家人问好。	Please remember me to all your family.
1501622	她在他的脸颊上吻了一下。	She kissed him on the cheek.
1501723	这就是发现尸体的房间。	This is the room where the body was found.
1501737	我希望你在我身边。	I wish you were close to me.
1501740	我的预感被证明是正确的。	My premonition turned out to be right.
1501742	数千人失业。	Thousands of people lost their jobs.
1501745	她现在依然依靠父母生活。	She's still dependent on her parents.
1501746	他的画被悬挂在墙上。	His pictures were hung on the wall.
1501760	委员会一个月召开两次。	The committee meets twice a month.
1502328	是谁堆的雪人？	Who built this snowman?
1502329	你觉得那样子行吗？	You want to leave it like that?
1502337	你们学校有多少学生？	How many students are there in your school?
1502338	她爱她的孩子。	She loves her children.
1502345	他的工作表现得很不细心。	His work showed carelessness.
1502349	他们非常兴奋。	They were very excited.
1502443	我很钦佩他的慷慨大方。	I had great admiration for his generosity.
1502676	我很喜歡去國外旅遊。	I love to travel abroad.
1502736	沒有仁愛的美麗毫無用處	Beauty without bounty avails naught.
1502737	不思就說等於無的放矢。	Speaking without thinking is like shooting without looking.
1503998	他快结婚了。	He got married quickly.
1504001	我不知道该说什么。	I don't know what to say.
1504025	今天午饭你吃什么？	What are you eating for lunch?
1504028	我去商店。	I am going to the store.
1504989	那很可笑。	That will be funny.
1504990	我有点儿感动。	I'm a little touched.
1504996	我爱娜塔莎。	I love Natasha.
1505012	汤姆会游泳，游得很好。	Tom is able to swim well.
1505020	我得好好儿地学习	I must learn seriously.
1505022	为什么你送给他这个礼物？	Why did you give him this gift?
1505476	我们午后吃了顿饭。	We had a meal after noon.
1505477	别来烦我。	Don't bother me.
1506606	這些叫鞋子。	These are called shoes.
1506809	我觉得太遗憾了。	I feel extremely regretful.
1506818	图书馆位于市中央。	The library is in the middle of the city.
1506865	我要枪毙了他。	I need to kill him with a gun.
1506915	故去的斯密斯曾经是个医生。	The late Mr Smith was a doctor.
1506916	让我们回家吧。	Let us go home.
1507026	你們每天都讀書嗎？	Do you study every day?
1507027	您每天都讀書嗎？	Do you study every day?
1507037	明天會下雨。	Tomorrow it will rain.
1508055	今天我很憂鬱。	Today I'm feeling melancholic.
1508066	我從前學習英文、法文和中文。	I studied English, French and Chinese.
1509457	他是義大利人。	He is an Italian.
1510611	她喜欢穿深颜色的衣服。	She likes to wear dark colours.
1510613	我去上汉语课。	I am going to have a Chinese lesson.
1510775	晚上你还有课吗？	Do you have lessons at night?
1511025	我电脑自动关机了。	My computer shut down automatically.
1511032	明天什么时候到？	When will tomorrow arrive?
1511039	我喜歡學中文和英文。	I like to learn Chinese and English.
1512392	我今天去买衣服了。	I am going to buy clothes today.
1513572	我们没办法回答这个问题。	The question was impossible for us to answer.
1513580	马上做，不要忘记。	Do it right now, before you forget.
1513581	她去年跟他结婚了。	She married him last year.
1513716	不客气	Don't mention it.
1514150	你结婚了或没结婚？	Are you married or are you single?
1514211	我的母亲从不早起来。	My mother doesn't wake up early.
1515376	我下班了，改天聊。	I am leaving work, so let's talk another day.
1516091	我已经看完这本书了。	I have already finished reading this book.
1516097	我还没有洗头。	I haven't washed my hair.
1516102	天气预报说明天下午会下雨。	The weather report says it will rain tomorrow afternoon.
1516103	你最喜欢的电视节目是什么？	What's your favorite television program?
1516104	教室里没剩下几个学生了。	There were few students remaining in the classroom.
1516127	我的视力很好。	I have good eyesight.
1516128	你已经不再年轻了。	You're not a spring chicken anymore.
1516133	她已经去了美国。	She has gone to the United States.
1516142	她帮她女儿穿好衣服。	She aided her daughter in dressing.
1516158	你能去学校接小孩吗？	Can you fetch the children from school?
1516163	打扰一下，你能把糖递给我吗？	Excuse me, could you pass me the sugar?
1516167	演唱会大概开了三个小时。	The concert lasted about three hours.
1516168	我想买这条裙子。	I want to buy the dress.
1516169	这个宗教当时处于全盛时期。	The religion was in its glory in those days.
1516171	汤姆除了去之外别无选择。	Tom has no choice but to go.
1516173	总算到星期五了。	Finally, it's Friday.
1516175	事故无法避免。	Accidents are inevitable.
1516177	他养成了熬夜的习惯。	He fell into the habit of keeping late hours.
1516178	窗帘和地毯都重新换过了。	Curtains and carpets were renewed.
1516179	她叫他坐下。	She asked him to sit down.
1516180	你们有哪一种红酒？	What kind of wine do you have?
1516187	他对他儿子很生气。	He was angry with his son.
1516190	他在这次事故中失明了。	He went blind in the accident.
1516195	我们一周有五节英语课。	We have five English classes a week.
1516196	你只要坐在这儿就行了。	All you have to do is sit here.
1516198	他是我的同班同学。	He is my classmate.
1516204	我以前常在那儿。	I was often there.
1516205	我觉得没什么问题。	I think it will be fine.
1516206	汤姆急着想在波士顿住下。	Tom is eager to live in Boston.
1516208	车发动不了因为电池没电了。	The car won't start because the battery has run down.
1516209	请务必确认门是锁着的。	Please make sure that the door is locked.
1516213	要申请的话，你得亲自去。	In order to apply, you have to go in person.
1516214	他很健忘。	He's very forgetful of things.
1516217	最近都发生了哪些事？	So, what else is new?
1516218	她被他迷得神魂颠倒。	She's completely crazy about him.
1516219	我感觉昏昏沉沉的。	I feel lethargic.
1516221	我还没有吃早饭。	I haven't eaten breakfast yet.
1516224	我习惯早上洗澡。	I am in the habit of taking a shower in the morning.
1516225	水流不是很急。	The stream is not very swift.
1516227	我从来没见过那么大一条鲸。	Never have I seen such a big whale.
1516229	玛丽给了我一个美国洋娃娃。	Mary gave me an American doll.
1516234	少年犯罪最近一直在增长。	Juvenile crimes have been increasing recently.
1516239	他们选他做俱乐部主席。	They made him the chairman of a club.
1516243	我看见你做饭了。	I saw you cooking.
1516244	说句实话，他真的尽力了。	In all fairness, he did do his best.
1516245	你家后院有几种鸟？	How many kinds of birds are in your backyard?
1516247	她批准了我的方案。	She approved of my plan.
1516449	我的心是绿色和黄色的。	My heart is green and yellow.
1516451	她很温柔。	She has a tender heart.
1516453	我得了金牌。	I won the gold medal.
1516457	那个男人年纪很大。	The man is old.
1516459	带上你的外套以防下雨。	Take your coat in case it rains.
1516485	我妨碍着你吗？	Am I in your way?
1516486	你买火车票了吧？	You bought the ticket for the train?
1517361	不要这么惊讶！	Don't act so surprised!
1517369	他们就教我脏话来着。	They just taught me to swear.
1517374	你花多长时间汉语学这么好。	How much time did it take you to learn Chinese so well?
1517392	我瞬间对你肃然起敬！	I am immediately in awe of you!
1517475	你在那儿见了谁？	Who did you meet there?
1517477	她说她黄昏之前必须回来。	She said that she had to be back before dawn.
1517478	这个玩具汽车是装电池的。	This toy car runs on batteries.
1517480	会议一直开到五点。	The meeting lasted until 5.
1517482	她上午学了英语。	She studied English in the morning.
1517486	我们躲在窗帘后面吧。	Let's hide behind the curtain.
1517489	这份工作没什么挑战性。	I don't get enough challenge in this job.
1517491	她给他做了个按摩。	She gave him a massage.
1517497	我把我的意图告诉了我父母。	I made known my intentions to my parents.
1517734	飞机预计几点到？	What's the flight's scheduled arrival time?
1517735	我得找点有意思的事做。	I need to find something interesting to do.
1517736	爬山是锻炼的好方法。	It's good exercise to climb hills.
1517737	翻译跟原文很贴切。	The translation is quite true to the original.
1517740	他游泳游得很快。	He is able to swim quickly.
1517741	他跑着追上他哥哥。	He ran to catch up to his brother.
1517742	太阳从地平线上升起。	The sun appeared on the horizon.
1517743	在我看来，汽车是弊大于利。	From my point of view, cars do more harm than good.
1517745	你要离开日本真是个遗憾。	It's a pity that you should leave Japan.
1517747	你会拉小提琴吗？	Can you play the violin?
1517748	我知道我不应该跟他说谎。	I know that I should not tell him a lie.
1517752	他跟我不住在一个小区。	He doesn't live in my neighborhood.
1517754	汤姆很紧张。	Tom is nervous.
1517755	他拒绝了我们的邀请。	He rejected our offer.
1517779	这条规定不许例外。	This rule allows no exception.
1517794	这个季节鸡蛋不贵。	Eggs are cheap this season.
1519160	你的中文已经登峰造极了。	Your Chinese is awesome already.
1521900	你的父親是日本人。	Your father is Japanese.
1521901	你们父亲是日本人。	Your father is Japanese.
1522035	他的手錶慢了十分鐘。	His watch is ten minutes slow.
1523540	這是我的第一次。	This is my first time.
1524448	你知道我朋友怎么形容我？	Do you know how my friends describe me?
1524452	我们还没安排去南京的时间。	We have not yet arranged the time to leave for Nanjing.
1524458	反正你想来天津玩跟我说。	In any case, just tell me if you want to come to Tianjin for a vacation.
1525706	我想見你姐姐。	I'd like to meet your older sister.
1525713	我想認識你姐姐。	I'd like to meet your older sister.
1529427	孩子从山上滚了下来。	The children rolled down the hill.
1529520	总共有五十个人。	There were fifty persons in all.
1529521	玛丽还没有开始。	Mary has not started yet.
1529524	他用不着起这么早。	He doesn't need to get up so early.
1529525	我被她对别人的爱心所感动。	I was moved by her love for other people.
1529534	你的想法很有建设性。	Your opinion is very constructive.
1529535	没头绪。	I'm getting nowhere.
1529536	你什么时候放暑假？	When are you going on summer vacation?
1529537	做多少算多少。	Catch as catch can.
1529540	我曾经见过他。	I've seen him before.
1530428	他坦率地提出了自己的看法	He frankly expressed his own view.
1530731	我很早上床睡覺了，因為很累。	I went to bed early, for I was tired.
1530776	正在開花桃樹很美。	The budding of the peach tree is very beautiful.
1530779	這是我們想知道的。	This is what we want to know.
1531656	禮拜四晚啤酒免費任飲。	There's free beer on Thursday nights.
1531663	她建議他多喝奶。	She advised him to drink more milk.
1531671	不要跟他說。	Don't tell him.
1531720	快去刷牙。	Brush your teeth.
1531725	這件大衣沒有袋子。	The coat doesn't have any pockets.
1531777	那是一座塔。	That's a tower.
1531795	愛喜歡愛。	Love loves love.
1531796	愛愛愛。	Love loves love.
1531860	我愛搖滾。	I love rock.
1532166	湯姆吃了一驚。	Tom was shocked.
1532167	湯姆嚇了一跳。	Tom was shocked.
1532356	我會永遠跟你在一起。	I'll be with you forever.
1532360	我會永遠掛念她。	I'll miss her forever.
1532372	友誼永固。	We'll be friends forever.
1532383	她會永遠愛着他。	She'll love him forever.
1532396	我想永遠跟你在一起。	I want to be with you forever.
1533074	他在牛津大学修了英语文学。	He read English Literature at Oxford University.
1533413	他很老。	He was very old.
1533414	我使用这个。	I use this.
1535225	如果你有意見請舉手。	If you have a thought, please raise your hand.
1535255	晚餐看來要遲來了。	It seems that supper will be late.
1535257	我可以坐在你旁邊嗎？	May I sit next to you?
1535272	我最喜愛朱古力的味道。	My favorite flavor is chocolate.
1535287	我仍然忙碌。	I'm still busy.
1535288	例如，這是一支筆。	For example, this is a pen.
1535737	我不知道你什麼意思。	I don't know what you mean.
1535975	有些食物令人口渴。	Some foods make you thirsty.
1535994	快一點，你就可以搭上公車。	Hurry up, and you can catch the bus.
1537137	晚餐何時供應？	What time is dinner served?
1537800	這是一個沒有陽光的世界。	This is a world where the sun doesn't shine.
1538712	你沒看見那個人嗎？	Didn't you see the man?
1538713	你們沒看見那個人嗎？	Didn't you see the man?
1538715	您没有看见那个人吗？	Didn't you see the man?
1539385	它比你想像的要难。	It's more difficult than you think.
1539554	我太高兴了！	I'm too happy!
